N	mop_num	b_lon	b_lat	p_lon	p_lat	depth	orient	shore_type
3473	VE410	-119.26767	34.24372	-119.27671	34.23921	-10.00	238.89	2
3474	VE411	-119.26797	34.24459	-119.27671	34.23921	-10.00	233.33	2
3475	VE412	-119.26872	34.24513	-119.27671	34.23921	-10.00	228.13	0
3476	VE413	-119.26971	34.24550	-119.27671	34.23921	-10.00	222.61	0
3477	VE414	-119.27053	34.24601	-119.27084	34.24601	-10.69	270.00	0
3478	VE415	-119.27099	34.24683	-119.27107	34.24667	-8.32	202.46	0
3479	VE416	-119.27144	34.24764	-119.27565	34.24699	-10.01	259.42	0
3480	VE417	-119.27137	34.24844	-119.27645	34.24968	-10.01	286.45	0
3481	VE418	-119.27083	34.24922	-119.27637	34.25150	-10.00	296.47	0
3482	VE419	-119.27028	34.25000	-119.27637	34.25166	-10.01	288.25	0
3483	VE420	-119.27004	34.25085	-119.27637	34.25166	-10.01	278.80	2
3484	VE421	-119.27007	34.25175	-119.27622	34.25184	-10.00	271.01	1
3485	VE422	-119.27009	34.25265	-119.27622	34.25193	-10.01	261.91	2
3486	VE423	-119.27035	34.25351	-119.27623	34.25207	-10.01	253.50	2
3487	VE424	-119.27074	34.25435	-119.27631	34.25258	-10.01	248.97	2
3488	VE425	-119.27112	34.25520	-119.27651	34.25353	-10.01	249.45	1
3489	VE426	-119.27151	34.25604	-119.27678	34.25437	-10.01	249.02	2
3490	VE427	-119.27190	34.25688	-119.27704	34.25521	-10.01	248.54	1
3491	VE428	-119.27230	34.25772	-119.27740	34.25593	-10.01	246.99	1
3492	VE429	-119.27274	34.25854	-119.27766	34.25673	-9.99	246.01	1
3493	VE430	-119.27319	34.25936	-119.27813	34.25750	-10.01	245.51	1
3494	VE431	-119.27363	34.26019	-119.27892	34.25829	-10.00	246.51	1
3495	VE432	-119.27407	34.26101	-119.27902	34.25919	-10.01	246.02	1
3496	VE433	-119.27451	34.26183	-119.27954	34.25985	-10.01	244.53	2
3497	VE434	-119.27502	34.26263	-119.27988	34.26017	-10.01	238.52	1
3498	VE435	-119.27566	34.26335	-119.28027	34.26058	-10.02	233.98	1
3499	VE436	-119.27630	34.26408	-119.28123	34.26112	-10.00	234.00	1
3500	VE437	-119.27694	34.26481	-119.28197	34.26179	-10.01	234.00	1
3501	VE438	-119.27758	34.26554	-119.28255	34.26262	-10.00	234.59	1
3502	VE439	-119.27822	34.26627	-119.28349	34.26311	-10.00	234.04	1
3503	VE440	-119.27886	34.26699	-119.28469	34.26349	-10.01	234.01	1
3504	VE441	-119.27950	34.26772	-119.28508	34.26392	-10.00	230.51	1
3505	VE442	-119.28024	34.26838	-119.28540	34.26419	-10.00	225.50	1
3506	VE443	-119.28101	34.26901	-119.28609	34.26474	-10.00	224.52	1
3507	VE444	-119.28179	34.26964	-119.28740	34.26492	-10.01	224.49	1
3508	VE445	-119.28256	34.27028	-119.28861	34.26528	-10.00	225.00	1
3509	VE446	-119.28333	34.27091	-119.28931	34.26561	-10.00	223.00	2
3510	VE447	-119.28415	34.27150	-119.28980	34.26583	-10.04	219.47	2
3511	VE448	-119.28501	34.27205	-119.29052	34.26611	-10.01	217.47	2
3512	VE449	-119.28588	34.27260	-119.29141	34.26654	-10.00	217.02	2
3513	VE450	-119.28674	34.27314	-119.29274	34.26644	-10.00	216.50	2
3514	VE451	-119.28760	34.27369	-119.29306	34.26646	-10.00	211.97	2
3515	VE452	-119.28846	34.27424	-119.29306	34.26646	-10.00	206.04	2
3516	VE453	-119.28945	34.27460	-119.29306	34.26646	-10.00	200.13	2
3517	VE454	-119.29047	34.27491	-119.29306	34.26646	-10.00	194.21	2
3518	VE455	-119.29149	34.27523	-119.29306	34.26646	-10.00	188.42	2
3519	VE456	-119.29254	34.27536	-119.29306	34.26646	-10.00	182.76	1
3520	VE457	-119.29363	34.27539	-119.29306	34.26646	-10.00	176.98	2
3521	VE458	-119.29467	34.27523	-119.29306	34.26646	-10.00	171.37	2
3522	VE459	-119.29567	34.27487	-119.29306	34.26646	-10.00	165.61	2
3523	VE460	-119.29667	34.27452	-119.29306	34.26646	-10.00	159.69	2
3524	VE461	-119.29767	34.27417	-119.29435	34.26663	-10.00	160.00	2
3525	VE462	-119.29869	34.27389	-119.29700	34.26705	-10.00	168.46	2
3526	VE463	-119.29977	34.27380	-119.29896	34.26745	-10.00	173.98	1
3527	VE464	-119.30085	34.27370	-119.29997	34.26732	-10.00	173.50	1
3528	VE465	-119.30193	34.27360	-119.30117	34.26703	-10.00	174.54	1
3529	VE466	-119.30301	34.27354	-119.30263	34.26638	-10.01	177.49	1
3530	VE467	-119.30410	34.27352	-119.30388	34.26650	-10.00	178.52	1
3531	VE468	-119.30518	34.27349	-119.30534	34.26641	-10.00	181.07	1
3532	VE469	-119.30625	34.27355	-119.30849	34.26666	-10.00	195.04	1
3533	VE470	-119.30723	34.27394	-119.31068	34.26796	-10.00	205.49	1
3534	VE471	-119.30821	34.27432	-119.31159	34.26860	-10.00	206.03	1
3535	VE472	-119.30919	34.27471	-119.31236	34.26909	-10.01	204.99	1
3536	VE473	-119.31018	34.27509	-119.31332	34.26966	-10.00	205.54	1
3537	VE474	-119.31116	34.27548	-119.31443	34.27070	-10.00	209.48	1
3538	VE475	-119.31206	34.27596	-119.31584	34.27180	-10.01	216.90	1
3539	VE476	-119.31288	34.27655	-119.31706	34.27258	-10.00	221.03	1
3540	VE477	-119.31370	34.27714	-119.31778	34.27326	-10.00	220.99	1
3541	VE478	-119.31453	34.27773	-119.31849	34.27397	-10.01	221.03	1
3542	VE479	-119.31535	34.27832	-119.31924	34.27462	-9.99	220.98	1
3543	VE480	-119.31617	34.27891	-119.32034	34.27502	-10.00	221.54	1
3544	VE481	-119.31698	34.27950	-119.32145	34.27593	-10.02	225.98	1
3545	VE482	-119.31767	34.28020	-119.32263	34.27682	-10.00	230.49	1
3546	VE483	-119.31836	34.28090	-119.32339	34.27776	-10.00	232.93	2
3547	VE484	-119.31899	34.28163	-119.32435	34.27830	-10.00	233.06	2
3548	VE485	-119.31963	34.28236	-119.32478	34.27840	-10.00	227.06	2
3549	VE486	-119.32040	34.28297	-119.32478	34.27840	-10.00	218.38	2
3550	VE487	-119.32132	34.28345	-119.32526	34.27844	-10.01	213.02	2
3551	VE488	-119.32224	34.28392	-119.32605	34.27889	-10.00	212.04	2
3552	VE489	-119.32316	34.28440	-119.32697	34.27945	-10.00	212.46	1
3553	VE490	-119.32409	34.28488	-119.32763	34.27981	-10.00	209.98	1
3554	VE491	-119.32504	34.28530	-119.32801	34.28004	-10.00	205.01	1
3555	VE492	-119.32605	34.28564	-119.32879	34.28005	-10.00	202.05	1
3556	VE493	-119.32705	34.28598	-119.32968	34.28086	-10.00	203.00	1
3557	VE494	-119.32806	34.28633	-119.33074	34.28098	-10.00	202.49	1
3558	VE495	-119.32906	34.28667	-119.33175	34.28119	-10.00	202.08	1
3559	VE496	-119.33006	34.28701	-119.33288	34.28154	-10.00	203.07	1
3560	VE497	-119.33107	34.28736	-119.33409	34.28201	-10.00	205.01	1
3561	VE498	-119.33203	34.28776	-119.33555	34.28252	-10.00	209.03	1
3562	VE499	-119.33296	34.28823	-119.33668	34.28312	-10.01	211.03	1
3563	VE500	-119.33390	34.28869	-119.33759	34.28361	-10.00	210.97	1
3564	VE501	-119.33483	34.28915	-119.33862	34.28395	-10.00	211.06	1
3565	VE502	-119.33576	34.28962	-119.34013	34.28438	-10.00	214.57	1
3566	VE503	-119.33661	34.29017	-119.34199	34.28506	-10.00	221.02	1
3567	VE504	-119.33740	34.29079	-119.34298	34.28594	-10.00	223.55	1
3568	VE505	-119.33818	34.29141	-119.34425	34.28674	-10.01	227.04	1
3569	VE506	-119.33888	34.29209	-119.34643	34.28731	-10.01	232.54	1
3570	VE507	-119.33951	34.29283	-119.34800	34.28792	-10.00	235.01	1
3571	VE508	-119.34015	34.29356	-119.34875	34.28849	-9.99	234.49	1
3572	VE509	-119.34076	34.29430	-119.34869	34.29020	-9.99	237.96	1
3573	VE510	-119.34130	34.29509	-119.34945	34.29128	-10.00	240.50	1
3574	VE511	-119.34184	34.29587	-119.35063	34.29168	-10.01	240.02	1
3575	VE512	-119.34238	34.29665	-119.35161	34.29225	-10.00	240.01	1
3576	VE513	-119.34293	34.29743	-119.35252	34.29285	-10.01	239.97	1
3577	VE514	-119.34347	34.29821	-119.35308	34.29325	-10.00	238.01	1
3578	VE515	-119.34408	34.29895	-119.35343	34.29354	-10.00	234.99	1
3579	VE516	-119.34473	34.29968	-119.35395	34.29394	-10.00	233.00	1
3580	VE517	-119.34538	34.30040	-119.35492	34.29457	-10.00	233.51	1
3581	VE518	-119.34603	34.30112	-119.35548	34.29534	-10.00	233.49	1
3582	VE519	-119.34667	34.30184	-119.35618	34.29593	-10.00	233.05	1
3583	VE520	-119.34735	34.30255	-119.35664	34.29634	-10.00	231.02	1
3584	VE521	-119.34805	34.30324	-119.35725	34.29686	-10.00	229.99	1
3585	VE522	-119.34875	34.30393	-119.35787	34.29738	-10.01	229.00	1
3586	VE523	-119.34947	34.30460	-119.35819	34.29800	-10.00	227.50	1
3587	VE524	-119.35021	34.30526	-119.35908	34.29843	-10.00	227.01	1
3588	VE525	-119.35095	34.30592	-119.35985	34.29894	-10.00	226.49	2
3589	VE526	-119.35169	34.30658	-119.36008	34.29913	-10.00	222.93	2
3590	VE527	-119.35251	34.30716	-119.36008	34.29913	-10.00	217.91	1
3591	VE528	-119.35341	34.30767	-119.36038	34.29944	-10.00	214.98	2
3592	VE529	-119.35431	34.30817	-119.36119	34.29990	-10.01	214.50	1
3593	VE530	-119.35521	34.30868	-119.36197	34.30040	-10.00	214.00	1
3594	VE531	-119.35611	34.30918	-119.36287	34.30090	-10.00	214.00	1
3595	VE532	-119.35701	34.30969	-119.36377	34.30171	-10.00	214.98	1
3596	VE533	-119.35788	34.31022	-119.36583	34.30182	-10.00	218.02	1
3597	VE534	-119.35871	34.31080	-119.36724	34.30255	-10.00	220.50	1
3598	VE535	-119.35954	34.31139	-119.36814	34.30308	-10.00	220.53	1
3599	VE536	-119.36037	34.31197	-119.36950	34.30373	-10.00	222.47	1
3600	VE537	-119.36115	34.31259	-119.37086	34.30486	-10.00	226.06	1
3601	VE538	-119.36188	34.31326	-119.37234	34.30533	-10.00	227.45	1
3602	VE539	-119.36262	34.31392	-119.37334	34.30595	-10.01	228.01	2
3603	VE540	-119.36335	34.31459	-119.37439	34.30623	-10.00	227.49	2
3604	VE541	-119.36408	34.31525	-119.37553	34.30658	-10.00	227.49	2
3605	VE542	-119.36482	34.31592	-119.37611	34.30692	-10.01	226.02	2
3606	VE543	-119.36555	34.31658	-119.37611	34.30692	-10.01	222.08	2
3607	VE544	-119.36637	34.31717	-119.37611	34.30692	-10.01	218.13	2
3608	VE545	-119.36724	34.31770	-119.37611	34.30692	-10.01	214.20	2
3609	VE546	-119.36812	34.31824	-119.37611	34.30692	-10.01	210.24	2
3610	VE547	-119.36900	34.31877	-119.37611	34.30692	-10.01	206.36	2
3611	VE548	-119.36995	34.31919	-119.37611	34.30692	-10.01	202.52	2
3612	VE549	-119.37092	34.31961	-119.37611	34.30692	-10.01	198.67	2
3613	VE550	-119.37188	34.32003	-119.37611	34.30692	-10.01	194.92	2
3614	VE551	-119.37286	34.32041	-119.37611	34.30692	-10.01	191.26	2
3615	VE552	-119.37389	34.32070	-119.37611	34.30692	-10.01	187.58	2
3616	VE553	-119.37492	34.32098	-119.37611	34.30692	-10.01	184.00	2
3617	VE554	-119.37598	34.32102	-119.37611	34.30692	-10.01	180.44	2
3618	VE555	-119.37701	34.32079	-119.37611	34.30692	-10.01	176.93	2
3619	VE556	-119.37791	34.32029	-119.37611	34.30692	-10.01	173.65	2
3620	VE557	-119.37886	34.31988	-119.37685	34.30724	-10.00	172.52	2
3621	VE558	-119.37994	34.31976	-119.37788	34.30769	-10.00	171.98	2
3622	VE559	-119.38101	34.31963	-119.37816	34.30782	-10.00	168.73	1
3623	VE560	-119.38209	34.31951	-119.37816	34.30782	-10.00	164.48	2
3624	VE561	-119.38311	34.31925	-119.37816	34.30782	-10.00	160.32	2
3625	VE562	-119.38407	34.31883	-119.37816	34.30782	-10.00	156.09	2
3626	VE563	-119.38505	34.31844	-119.38078	34.30902	-10.00	159.47	2
3627	VE564	-119.38609	34.31818	-119.38323	34.31020	-10.00	163.51	1
3628	VE565	-119.38713	34.31792	-119.38578	34.31160	-10.00	169.99	1
3629	VE566	-119.38820	34.31786	-119.38815	34.31271	-10.00	179.54	1
3630	VE567	-119.38929	34.31789	-119.39095	34.31381	-10.02	198.58	1
3631	VE568	-119.39014	34.31838	-119.39372	34.31472	-10.00	218.93	1
3632	VE569	-119.39093	34.31900	-119.39503	34.31549	-9.99	223.97	1
3633	VE570	-119.39171	34.31962	-119.39629	34.31638	-10.01	229.42	1
3634	VE571	-119.39232	34.32037	-119.39781	34.31737	-10.00	236.51	1
3635	VE572	-119.39291	34.32112	-119.39869	34.31802	-10.01	237.00	1
3636	VE573	-119.39350	34.32188	-119.39949	34.31867	-10.00	237.02	1
3637	VE574	-119.39410	34.32263	-119.40026	34.31932	-10.01	236.95	1
3638	VE575	-119.39469	34.32339	-119.40103	34.31999	-10.00	237.00	1
3639	VE576	-119.39528	34.32415	-119.40183	34.32071	-10.00	237.55	1
3640	VE577	-119.39587	34.32490	-119.40253	34.32133	-10.00	237.01	1
3641	VE578	-119.39646	34.32566	-119.40347	34.32197	-10.00	237.49	1
3642	VE579	-119.39704	34.32642	-119.40435	34.32265	-10.00	238.02	1
3643	VE580	-119.39763	34.32718	-119.40488	34.32336	-10.00	237.46	1
3644	VE581	-119.39821	34.32794	-119.40598	34.32394	-10.00	238.06	1
3645	VE582	-119.39879	34.32870	-119.40676	34.32451	-10.00	237.52	1
3646	VE583	-119.39938	34.32946	-119.40717	34.32512	-10.01	236.00	2
3647	VE584	-119.39996	34.33022	-119.40742	34.32531	-10.00	231.45	1
3648	VE585	-119.40072	34.33086	-119.40762	34.32536	-10.00	226.01	2
3649	VE586	-119.40151	34.33148	-119.40820	34.32576	-10.01	224.01	1
3650	VE587	-119.40229	34.33210	-119.40899	34.32637	-10.00	224.00	1
3651	VE588	-119.40308	34.33273	-119.40938	34.32705	-10.00	222.49	1
3652	VE589	-119.40390	34.33332	-119.40977	34.32733	-10.00	218.98	1
3653	VE590	-119.40477	34.33386	-119.41036	34.32762	-10.00	216.49	1
3654	VE591	-119.40564	34.33439	-119.41128	34.32821	-10.01	217.00	1
3655	VE592	-119.40652	34.33493	-119.41200	34.32881	-10.00	216.48	1
3656	VE593	-119.40739	34.33546	-119.41257	34.32979	-10.01	217.03	1
3657	VE594	-119.40827	34.33600	-119.41305	34.33015	-10.00	214.01	1
3658	VE595	-119.40919	34.33647	-119.41358	34.33044	-10.00	211.01	1
3659	VE596	-119.41013	34.33692	-119.41456	34.33060	-10.00	210.06	1
3660	VE597	-119.41107	34.33737	-119.41538	34.33121	-10.00	210.02	1
3661	VE598	-119.41202	34.33782	-119.41734	34.33199	-10.01	217.00	1
3662	VE599	-119.41279	34.33844	-119.41975	34.33308	-10.00	227.00	1
3663	VE600	-119.41350	34.33912	-119.42072	34.33384	-10.01	228.47	1
3664	VE601	-119.41422	34.33980	-119.42170	34.33444	-10.00	229.05	1
3665	VE602	-119.41493	34.34048	-119.42221	34.33535	-10.00	229.52	1
3666	VE603	-119.41564	34.34116	-119.42262	34.33616	-10.00	229.06	1
3667	VE604	-119.41636	34.34184	-119.42361	34.33664	-10.00	229.02	1
3668	VE605	-119.41707	34.34252	-119.42451	34.33727	-10.01	229.48	1
3669	VE606	-119.41777	34.34321	-119.42567	34.33773	-10.00	229.97	1
3670	VE607	-119.41846	34.34390	-119.42664	34.33823	-10.01	229.99	1
3671	VE608	-119.41916	34.34459	-119.42741	34.33897	-10.00	230.48	1
3672	VE609	-119.41985	34.34528	-119.42804	34.33971	-10.00	230.52	1
3673	VE610	-119.42055	34.34598	-119.42886	34.34022	-10.00	229.99	1
3674	VE611	-119.42125	34.34667	-119.42953	34.34093	-10.00	229.98	1
3675	VE612	-119.42194	34.34736	-119.43021	34.34173	-10.00	230.49	1
3676	VE613	-119.42264	34.34805	-119.43119	34.34212	-10.00	229.97	1
3677	VE614	-119.42333	34.34874	-119.43314	34.34207	-10.00	230.53	1
3678	VE615	-119.42403	34.34944	-119.43417	34.34241	-10.04	229.98	1
3679	VE616	-119.42474	34.35012	-119.43480	34.34291	-10.00	229.04	1
3680	VE617	-119.42545	34.35080	-119.43523	34.34379	-10.01	229.04	2
3681	VE618	-119.42617	34.35148	-119.43487	34.34523	-10.00	228.97	2
3682	VE619	-119.42689	34.35215	-119.43557	34.34581	-10.00	228.50	2
3683	VE620	-119.42760	34.35283	-119.43629	34.34613	-10.00	226.96	2
3684	VE621	-119.42837	34.35347	-119.43629	34.34613	-10.00	221.70	2
3685	VE622	-119.42921	34.35403	-119.43629	34.34613	-10.00	216.50	2
3686	VE623	-119.43006	34.35460	-119.43629	34.34613	-10.00	211.27	2
3687	VE624	-119.43091	34.35516	-119.43629	34.34613	-10.00	206.19	2
3688	VE625	-119.43188	34.35550	-119.43629	34.34613	-10.00	201.24	2
3689	VE626	-119.43294	34.35570	-119.43629	34.34613	-10.00	196.12	2
3690	VE627	-119.43400	34.35590	-119.43629	34.34613	-10.00	190.95	2
3691	VE628	-119.43507	34.35601	-119.43629	34.34613	-10.00	185.82	2
3692	VE629	-119.43616	34.35599	-119.43636	34.34618	-10.00	180.96	2
3693	VE630	-119.43725	34.35597	-119.43664	34.34636	-10.00	177.00	2
3694	VE631	-119.43833	34.35592	-119.43685	34.34651	-10.00	172.60	2
3695	VE632	-119.43940	34.35575	-119.43763	34.34747	-10.00	169.99	2
3696	VE633	-119.44047	34.35559	-119.43905	34.34821	-10.00	170.97	2
3697	VE634	-119.44154	34.35547	-119.44064	34.34889	-10.01	173.56	1
3698	VE635	-119.44261	34.35538	-119.44475	34.35054	-10.00	200.05	1
3699	VE636	-119.44340	34.35600	-119.44711	34.35304	-10.01	225.98	1
3700	VE637	-119.44412	34.35667	-119.44839	34.35411	-10.01	234.01	1
3701	VE638	-119.44469	34.35744	-119.44903	34.35520	-10.00	237.99	1
3702	VE639	-119.44526	34.35820	-119.45039	34.35556	-10.00	238.06	1
3703	VE640	-119.44583	34.35897	-119.45137	34.35617	-10.00	238.52	1
3704	VE641	-119.44639	34.35974	-119.45210	34.35691	-10.00	239.02	1
3705	VE642	-119.44696	34.36051	-119.45248	34.35732	-10.00	235.01	1
3706	VE643	-119.44763	34.36121	-119.45260	34.35783	-10.00	230.52	1
3707	VE644	-119.44833	34.36190	-119.45315	34.35857	-10.00	230.07	1
3708	VE645	-119.44903	34.36259	-119.45409	34.35909	-10.01	230.04	1
3709	VE646	-119.44973	34.36328	-119.45516	34.35984	-10.01	232.50	1
3710	VE647	-119.45035	34.36402	-119.45596	34.36107	-10.02	237.50	1
3711	VE648	-119.45089	34.36480	-119.45695	34.36191	-10.00	239.98	1
3712	VE649	-119.45143	34.36559	-119.45767	34.36267	-10.00	240.45	1
3713	VE650	-119.45197	34.36637	-119.45827	34.36337	-10.00	240.02	1
3714	VE651	-119.45251	34.36715	-119.45889	34.36359	-10.00	235.94	1
3715	VE652	-119.45317	34.36786	-119.45939	34.36378	-10.00	231.53	1
3716	VE653	-119.45386	34.36856	-119.46021	34.36431	-10.00	230.96	1
3717	VE654	-119.45455	34.36926	-119.46067	34.36509	-10.00	230.46	2
3718	VE655	-119.45524	34.36996	-119.46155	34.36551	-10.00	229.49	2
3719	VE656	-119.45596	34.37062	-119.46210	34.36572	-10.00	225.97	2
3720	VE657	-119.45675	34.37124	-119.46247	34.36626	-10.00	223.47	2
3721	VE658	-119.45754	34.37187	-119.46358	34.36671	-10.00	224.02	2
3722	VE659	-119.45832	34.37249	-119.46452	34.36690	-10.00	222.47	2
3723	VE660	-119.45911	34.37311	-119.46476	34.36699	-10.00	217.31	2
3724	VE661	-119.46003	34.37358	-119.46500	34.36714	-9.96	212.50	2
3725	VE662	-119.46097	34.37403	-119.46555	34.36748	-10.00	209.99	2
3726	VE663	-119.46192	34.37448	-119.46614	34.36765	-10.00	207.02	2
3727	VE664	-119.46288	34.37488	-119.46614	34.36765	-10.00	200.41	2
3728	VE665	-119.46393	34.37511	-119.46648	34.36778	-10.00	196.02	1
3729	VE666	-119.46499	34.37533	-119.46715	34.36818	-10.00	194.00	2
3730	VE667	-119.46604	34.37555	-119.46803	34.36844	-10.00	193.01	2
3731	VE668	-119.46709	34.37578	-119.46833	34.36849	-10.00	187.99	2
3732	VE669	-119.46815	34.37600	-119.46833	34.36849	-10.00	181.13	2
3733	VE670	-119.46923	34.37600	-119.46833	34.36849	-10.00	174.35	1
3734	VE671	-119.47032	34.37598	-119.46833	34.36849	-10.00	167.63	1
3735	VE672	-119.47137	34.37582	-119.46833	34.36849	-10.00	161.10	2
3736	VE673	-119.47241	34.37554	-119.46833	34.36849	-10.00	154.47	2
3737	VE674	-119.47321	34.37499	-119.46833	34.36849	-10.00	148.21	2
3738	VE675	-119.47385	34.37427	-119.46970	34.36822	-10.00	150.48	2
3739	VE676	-119.47479	34.37388	-119.47283	34.36977	-10.00	158.51	2
3740	VE677	-119.47583	34.37360	-119.47426	34.36973	-10.00	161.49	1
3741	VE678	-119.47685	34.37331	-119.47511	34.36956	-10.01	159.04	1
3742	B0001	-119.47785	34.37296	-119.47874	34.36880	-10.00	190.01	2
3743	B0002	-119.47858	34.37355	-119.48283	34.37066	-10.02	230.52	1
3744	B0003	-119.47921	34.37428	-119.48341	34.37203	-10.04	237.01	1
3745	B0004	-119.47977	34.37505	-119.48409	34.37295	-10.00	239.50	1
3746	B0005	-119.48034	34.37583	-119.48465	34.37365	-10.01	238.50	1
3747	B0006	-119.48090	34.37660	-119.48518	34.37426	-10.02	236.48	1
3748	B0007	-119.48154	34.37732	-119.48573	34.37476	-10.02	233.49	1
3749	B0008	-119.48220	34.37804	-119.48641	34.37537	-10.01	232.46	1
3750	B0009	-119.48285	34.37876	-119.48731	34.37589	-10.00	232.06	1
3751	B0010	-119.48352	34.37947	-119.48769	34.37607	-10.02	225.35	1
3752	B0011	-119.48435	34.38005	-119.48813	34.37640	-10.01	220.52	1
3753	B0012	-119.48518	34.38063	-119.48849	34.37672	-10.00	214.94	2
3754	B0013	-119.48611	34.38108	-119.48867	34.37684	-10.01	206.49	1
3755	B0014	-119.48712	34.38142	-119.48923	34.37711	-10.01	202.00	2
3756	B0015	-119.48812	34.38176	-119.49039	34.37756	-10.02	204.04	1
3757	B0016	-119.48910	34.38215	-119.49171	34.37801	-10.00	207.49	1
3758	B0017	-119.49005	34.38259	-119.49284	34.37844	-10.02	209.02	1
3759	B0018	-119.49100	34.38303	-119.49385	34.37878	-10.00	208.96	1
3760	B0019	-119.49195	34.38346	-119.49438	34.37894	-10.01	203.93	1
3761	B0020	-119.49298	34.38376	-119.49487	34.37909	-10.01	198.47	1
3762	B0021	-119.49401	34.38403	-119.49577	34.37944	-10.02	197.56	1
3763	B0022	-119.49505	34.38429	-119.49676	34.37967	-10.01	196.99	1
3764	B0023	-119.49609	34.38455	-119.49765	34.37975	-10.01	195.01	2
3765	B0024	-119.49713	34.38482	-119.49796	34.37980	-9.99	187.77	1
3766	B0025	-119.49821	34.38480	-119.49821	34.37983	-10.01	180.00	1
3767	B0026	-119.49930	34.38474	-119.49899	34.37996	-9.99	176.94	1
3768	B0027	-119.50038	34.38470	-119.50080	34.38029	-10.01	184.49	1
3769	B0028	-119.50145	34.38487	-119.50239	34.38068	-10.01	190.49	1
3770	B0029	-119.50252	34.38503	-119.50297	34.38079	-10.01	185.01	1
3771	B0030	-119.50358	34.38503	-119.50362	34.38086	-10.00	180.45	1
3772	B0031	-119.50462	34.38504	-119.50529	34.38114	-9.99	188.07	1
3773	B0032	-119.50567	34.38527	-119.50696	34.38116	-10.01	194.52	1
3774	B0033	-119.50673	34.38549	-119.50792	34.38140	-10.01	193.50	1
3775	B0034	-119.50779	34.38568	-119.50867	34.38173	-9.99	190.42	1
3776	B0035	-119.50887	34.38580	-119.50970	34.38213	-10.02	190.57	1
3777	B0036	-119.50990	34.38600	-119.51186	34.38246	-9.99	204.56	1
3778	B0037	-119.51079	34.38653	-119.51364	34.38297	-10.02	213.45	2
3779	B0038	-119.51167	34.38705	-119.51398	34.38304	-10.01	205.43	1
3780	B0039	-119.51271	34.38730	-119.51433	34.38306	-10.02	197.50	2
3781	B0040	-119.51376	34.38752	-119.51498	34.38317	-10.02	193.03	1
3782	B0041	-119.51483	34.38770	-119.51604	34.38337	-9.99	192.99	1
3783	B0042	-119.51587	34.38793	-119.51792	34.38363	-10.00	201.48	1
3784	B0043	-119.51683	34.38835	-119.51958	34.38407	-10.00	207.94	1
3785	B0044	-119.51779	34.38877	-119.52081	34.38436	-10.01	209.47	1
3786	B0045	-119.51872	34.38924	-119.52243	34.38479	-10.01	214.53	1
3787	B0046	-119.51957	34.38979	-119.52374	34.38538	-10.00	217.97	1
3788	B0047	-119.52043	34.39035	-119.52454	34.38609	-10.00	218.53	1
3789	B0048	-119.52128	34.39091	-119.52554	34.38649	-10.01	218.50	1
3790	B0049	-119.52214	34.39146	-119.52640	34.38705	-10.00	218.56	1
3791	B0050	-119.52299	34.39202	-119.52721	34.38764	-10.00	218.49	1
3792	B0051	-119.52385	34.39258	-119.52789	34.38791	-10.01	215.52	1
3793	B0052	-119.52475	34.39307	-119.52847	34.38825	-10.00	212.49	1
3794	B0053	-119.52568	34.39354	-119.52934	34.38832	-10.00	210.05	1
3795	B0054	-119.52664	34.39396	-119.53036	34.38794	-10.00	207.02	1
3796	B0055	-119.52761	34.39436	-119.53131	34.38824	-10.00	206.52	1
